Serial Number,Date of Entry,Barcode/Accession No,Title,Author,Pages,Publisher,Place,Copyright Date,Department,Price,Discount Percent,Net Cost,Type
854,26-07-2012,PCCOEEC21003,"THE MAHARASHTRA UNIVERSITIES ACT, 1994. ( AS MODIFIED UPTO THE 12 SEPT 2006 )",GOVERNMENT OF MAHARA,97,LAW AND JUDICIARY DEPARTMENT,MUMBAI,2006,GENERAL,23,,23,GBK
855,09-02-2009,PCCOEEC12855,"THE MAHARASHTRA UNIVERSITIES ACT, 1994. ( AS MODIFIED UPTO THE 31ST JANUUARY 2006 )",GOVERNMENT OF MAHARA,96,GOVERNMENT OF MAHARASHTRA,MUMBAI,,GENERAL,16,,16,GBK
856,08-05-2017,PCCOEEC33448,MUMBAI MAHANAGARPALIKA ADHINIYAM : MAHARASHTRA ACT NO. III OF 1888,GOVERNMENT OF MAHARASHTRA,665,SHASKEEYA MADYAWARTI MUDRANALAYA,MUMBAI,2015,GENERAL,405,,405,GBK
857,20-10-2012,PCCOEEC23066,NIBANDH MALIKA : NIVDAK MARATHI NIBANDH.,"GOVILKAR, LEELA",308,K SAGAR PUBLICATION,PUNE,,GENERAL,140,21,111,HSB
858,20-10-2012,PCCOEEC23067,NIBANDH MALIKA : NIVDAK MARATHI NIBANDH.,"GOVILKAR, LEELA",308,K SAGAR PUBLICATION,PUNE,,GENERAL,140,21,111,HSB
859,10-01-2013,PCCOEEC23879,FIX YOUR PROBLEMS - THE TENALI RAMAN WAY.,"GOYAL, VISHAL",228,MANOVIKAS PRAKASHN,PUNE,,GENERAL,180,30,126,GBK
860,15-03-2024,PCCOEEC40410,POLITY AND GOVERNANCE OF DELHI.,"GOYEL, PURUSHATTAM",226,NATIONAL BOOK TRUST INDIA,NEW DELHI,2016,GENERAL,210,10,189,GBK
861,23-10-2007,PCCOEEC10783,"COACH YOURSELF : ITS YOUR LIFE, WHAT ARE YOU GOING TO DO WITH IT.","GRANT, ANTHONY",274,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,250,23,193,GBK
862,02-11-2007,PCCOEEC11121,"MEN ARE FROM MARS, WOMEN ARE FROM VENUS.","GRAY, JOHN",,HARPER COLLINS PUBLICATION,LONDON,,GENERAL,295,22,230,GBK
863,24-11-2008,PCCOEEC11542,"MEN ARE FROM MARS, WOMEN ARE FROM VENUS.","GRAY, JOHN",,HARPER COLLINS PUBLICATION,LONDON,,GENERAL,295,22,230,GBK
864,30-11-2022,PCCOEEC37239,"""THE 48 LAWS OF POWER.""","GREEN, ROBERT",667P.,MADHUSHREE PRAKASHAN.,NASHIK,2022,GENERAL,600,,,GBK
865,22-10-2010,PCCOEEC16700,BARRONS GRE GRADUATE RECORD EXAMINATION.,"GREEN, SHARON WEINER",591,GALGOTIA PUBLICATIONS PVT. LTD.,NEW DELHI,,GENERAL,425,25,319,HSB
866,22-10-2010,PCCOEEC16701,BARRONS GRE GRADUATE RECORD EXAMINATION.,"GREEN, SHARON WEINER",591,GALGOTIA PUBLICATIONS PVT. LTD.,NEW DELHI,,GENERAL,425,25,319,HSB
867,22-10-2010,PCCOEEC16702,BARRONS GRE GRADUATE RECORD EXAMINATION.,"GREEN, SHARON WEINER",591,GALGOTIA PUBLICATIONS PVT. LTD.,NEW DELHI,,GENERAL,425,25,319,HSB
868,22-10-2010,PCCOEEC16703,BARRONS GRE GRADUATE RECORD EXAMINATION.,"GREEN, SHARON WEINER",591,GALGOTIA PUBLICATIONS PVT. LTD.,NEW DELHI,,GENERAL,425,25,319,HSB
869,22-10-2010,PCCOEEC16699,BARRONS GRE GRADUATE RECORD EXAMINATION.,"GREEN, SHARON WEINER",591,GALGOTIA PUBLICATIONS PVT. LTD.,NEW DELHI,,GENERAL,425,25,319,HSB
870,03-09-2012,PCCOEEC21711,BARRONS NEW GRE GRADUATE RECORD EXAMINATION.,"GREEN, SHARON WEINER",523,GALGOTIA PUBLICATIONS PVT. LTD.,NEW DELHI,,GENERAL,475,21,375,HSB
871,08-09-2012,PCCOEEC22057,A NEW LOOK AT MODERN INDIAN HISTORY.,"GROVER, B. L.",576,S. CHAND AND COMPANY,NEW DELHI,,GENERAL,350,21,277,HSB
872,08-09-2012,PCCOEEC22058,A NEW LOOK AT MODERN INDIAN HISTORY.,"GROVER, B. L.",576,S. CHAND AND COMPANY,NEW DELHI,,GENERAL,350,21,277,HSB
873,28-10-2013,PCCOEEC26643,ADHUNIK BHART KA ITIHAS.,"GROWER, B. L.",602,S. CHAND AND COMPANY,NEW DELHI,,GENERAL,350,20,280,HSB
874,07-01-2013,PCCOEEC23808,UDYOGPATI HONYACHA MARG.,"GUDSURKAR, PRADEEP",140,VIDHYABHARTI PRAKASHAN.,LATUR,,GENERAL,100,30,70,GBK
875,16-01-2013,PCCOEEC24083,UDYOGPATI HONYACHA MARG.,"GUDSURKAR, PRADEEP",140,VIDYABHARTEE PRAKASHAN.,LATUR,,GENERAL,100,30,70,GBK
876,16-01-2013,PCCOEEC24084,UDYOGPATI HONYACHA MARG.,"GUDSURKAR, PRADEEP",140,VIDYABHARTEE PRAKASHAN.,LATUR,,GENERAL,100,30,70,GBK
877,16-01-2013,PCCOEEC24085,UDYOGPATI HONYACHA MARG.,"GUDSURKAR, PRADEEP",140,VIDYABHARTEE PRAKASHAN.,LATUR,,GENERAL,100,30,70,GBK
878,27-02-2003,PCCOEEC06846,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"GUHA, ABHIJIT",,TMH NEWDELHI,NEW DELHI,2001,GENERAL,175,20,140,HSB
879,19-10-2010,PCCOEEC16522,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"GUHA, ABHIJIT",,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,395,25,296.25,GBK
880,19-10-2010,PCCOEEC16523,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"GUHA, ABHIJIT",,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,395,25,296.25,GBK
881,16-10-2007,PCCOEEC10761,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"GUHA, ABHIJIT",,TATA MCGRAW HILL,NEW DELHI,,GENERAL,315,23,242.55,HSB
882,16-10-2007,PCCOEEC10763,QUANTITATIVE APTITUDE FOR MBA ENTRANCE EXAMINATIONS.,"GUHA, ABHIJIT",,TATA MCGRAW HILL,NEW DELHI,,GENERAL,450,23,347,HSB
883,27-02-2003,PCCOEEC06845,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"GUHA, ABHIJIT",,TMH NEWDELHI,NEW DELHI,2001,GENERAL,175,20,140,HSB
884,10-01-2013,PCCOEEC23913,BHATAKANTI.,"GUNAJI, MILIND",99,RAJHANS PRAKASHAN,PUNE,,GENERAL,150,30,105,GBK
885,04-01-2013,PCCOEEC23786,MAJHI MULUKHGIRI.,"GUNAJI, MILIND",183,RAJHANS PRAKASHAN,PUNE,,GENERAL,225,30,158,GBK
886,12-09-2014,PCCOEEC27937,BHATAKANTI.,"GUNAJI, MILIND",99,RAJHANS PRAKASHAN,PUNE,,GENERAL,,,,DBK
887,14-11-2002,PCCOEEC05340,ANGENDA 21 HAND BOOK ENVIRONMENT HEALTH AND DEVELOPMENT.,"GUNALE, V. R.",256,SCHOOL OF HEALTH SCIENCE UNIVERSITY OF PUNE,,1999,GENERAL,,,,DBK
888,12-01-2013,PCCOEEC23940,ANUVISHAWACHE DRASTE : ANIRIKO FARMI BAHG 1.,"GUNYE, M. R.",160,SNEHAL PRAKSHAN,PUNE,,GENERAL,525,30,368,GBK
889,12-01-2013,PCCOEEC23941,ANUVISHAWACHE DRASTE : ANUGRBHACHA DRASTA - ARNEST RDFARD. BHAG 2.,"GUNYE, M. R.",123,SNEHAL PRAKSHAN,PUNE,,GENERAL,,,,GBK
890,12-01-2013,PCCOEEC23942,ANUVISHAWACHE DRASTE : LIZ MAETNAR BAHG 3.,"GUNYE, M. R.",133,SNEHAL PRAKSHAN,PUNE,,GENERAL,,,,GBK
891,12-01-2013,PCCOEEC23943,ANUVISHAWACHE DRASTE : TAPSVINI - MARI QURI BAHG 4.,"GUNYE, M. R.",124,SNEHAL PRAKSHAN,PUNE,,GENERAL,,,,GBK
892,12-01-2013,PCCOEEC23944,ANUVISHAWACHE DRASTE : ANU JANAK - NILS BOR BAHG 5.,"GUNYE, M. R.",125,SNEHAL PRAKSHAN,PUNE,,GENERAL,,,,GBK
893,13-09-2014,PCCOEEC27972,VYAKTIMATVA VIKASACHE PRABHAVI MARGA.,"GUPATA, SEEMA",150,SAKET PRAKASHAN,PUNE,,GENERAL,,,,DBK
894,22-10-2009,PCCOEEC13847,SHREE RAMKRUSHNA - VACHNAMRUT. VOL -1,GUPT. MAHENDRANATH,1427,RAMKRISHANA MATH,NAGPUR,,GENERAL,,,,DBK
895,22-10-2009,PCCOEEC13848,SHREE RAMKRUSHNA - VACHNAMRUT. VOL -2,GUPT. MAHENDRANATH,1427,RAMKRISHANA MATH,NAGPUR,,GENERAL,,,,DBK
896,16-01-2013,PCCOEEC24107,ASE GHADALE SHASTRADNYA.,"GUPTA, ARVIND",203,MANOVIKAS PRAKASHN,PUNE,,GENERAL,150,30,105,GBK
897,16-01-2013,PCCOEEC24108,ASE GHADALE SHASTRADNYA.,"GUPTA, ARVIND",203,MANOVIKAS PRAKASHN,PUNE,,GENERAL,150,30,105,GBK
898,16-01-2013,PCCOEEC24109,ASE GHADALE SHASTRADNYA.,"GUPTA, ARVIND",203,MANOVIKAS PRAKASHN,PUNE,,GENERAL,150,30,105,GBK
899,07-01-2013,PCCOEEC23805,ASE GHADALE SHASTRADNYA.,"GUPTA, ARVIND",203,MANOVIKAS PRAKASHN,PUNE,,GENERAL,150,30,105,GBK
900,15-03-2024,PCCOEEC40393,BHAGAT SINGH : NIVDAK BHASHNE V LEKHAN.,"GUPTA, D. N.",151,NATIONAL BOOK TRUST INDIA,NEW DELHI,2020,GENERAL,95,10,85.5,GBK
901,02-12-2013,PCCOEEC26672,GATE - 2014 : (GRADUATE APTITUDE TEST IN ENGINEERING) ELECTRICAL ENGINEERING.,"GUPTA, J. B.",1046,S. K. KATARIYA AND SONS.,NEW DEHLI,,GENERAL,,,,HSB
902,03-12-2013,PCCOEEC26673,GATE-2104 : ELECTRONICS AND COMMUNICATION ENGINEERING.,"GUPTA, J. B.",794,S. K. KATARIYA AND SONS.,NEW DEHLI,,GENERAL,,,,HSB
903,09-05-2022,PCCOEEC37209,THE BRIDGE BRIDGING THE GAP BETWEEN INDUSTRY AND ACADEMIA.,"GUPTA, SUNJJOY",232,JNANADA PRAKASHAN (PANDD),NEW DELHI,2021,GENERAL,799,10,719.1,GBK
904,09-05-2022,PCCOEEC37210,THE BRIDGE BRIDGING THE GAP BETWEEN INDUSTRY AND ACADEMIA.,"GUPTA, SUNJJOY",232,JNANADA PRAKASHAN (PANDD),NEW DELHI,2021,GENERAL,799,10,719.1,GBK
905,09-05-2022,PCCOEEC37211,THE BRIDGE BRIDGING THE GAP BETWEEN INDUSTRY AND ACADEMIA.,"GUPTA, SUNJJOY",232,JNANADA PRAKASHAN (PANDD),NEW DELHI,2021,GENERAL,799,10,719.1,GBK
906,09-05-2022,PCCOEEC37212,THE BRIDGE BRIDGING THE GAP BETWEEN INDUSTRY AND ACADEMIA.,"GUPTA, SUNJJOY",232,JNANADA PRAKASHAN (PANDD),NEW DELHI,2021,GENERAL,799,10,719.1,GBK
907,09-05-2022,PCCOEEC37208,THE BRIDGE BRIDGING THE GAP BETWEEN INDUSTRY AND ACADEMIA.,"GUPTA, SUNJJOY",232,JNANADA PRAKASHAN (PANDD),NEW DELHI,2021,GENERAL,799,10,719.1,GBK
908,20-10-2012,PCCOEEC23004,CRACK THE CAT : (QUANTITATIVE APTITUDE AND DATA INTERPRETATION),"GUPTA, VIVEK",,ASIAN BOOKS LTD,NEW DELHI,,GENERAL,300,21,237,HSB
909,20-10-2012,PCCOEEC23005,CRACK THE CAT : (QUANTITATIVE APTITUDE AND DATA INTERPRETATION),"GUPTA, VIVEK",,ASIAN BOOKS LTD,NEW DELHI,,GENERAL,300,21,237,HSB
910,17-11-2011,PCCOEEC20212,JOINT CSIR - UGC NET : PHYSICAL SCIENCE.,"GUPTAS , R",831,RAMESH PUB HOUSE.,NEW DELHI,,GENERAL,560,25,420,HSB
911,17-11-2011,PCCOEEC20211,JOINT CSIR - UGC NET : PHYSICAL SCIENCE.,"GUPTAS , R",831,RAMESH PUB HOUSE.,NEW DELHI,,GENERAL,560,25,420,HSB
912,15-03-2024,PCCOEEC40401,MADHYAYUGIN BHARAT AKA SANSKRUTICHA ABHYAS.,"HABIB, ERFAN",263,NATIONAL BOOK TRUST INDIA,NEW DELHI,2020,GENERAL,180,10,162,GBK
913,17-03-2003,PCCOEEC07196,Train your team yourself,"HADFIELDLAW ,LISA",154,JAICO PUBLISHING HOUSE.,,2002,GENERAL,85,20,68,GBK
914,23-11-2010,PCCOEEC18414,GATE : ELECTRONICS AND COMMUNICATION ENGINEERING.,"HANDA, M.",,SATYA PRAKASHAN,NEW DELHI,,GENERAL,625,25,469,HSB
915,23-11-2010,PCCOEEC18415,GATE : ELECTRONICS AND COMMUNICATION ENGINEERING.,"HANDA, M.",,SATYA PRAKASHAN,NEW DELHI,,GENERAL,625,25,469,HSB
916,23-11-2010,PCCOEEC18416,GATE : ELECTRONICS AND COMMUNICATION ENGINEERING.,"HANDA, M.",,SATYA PRAKASHAN,NEW DELHI,,GENERAL,625,25,469,HSB
917,23-11-2010,PCCOEEC18417,GATE : ELECTRONICS AND COMMUNICATION ENGINEERING.,"HANDA, M.",,SATYA PRAKASHAN,NEW DELHI,,GENERAL,625,25,469,HSB
918,23-11-2010,PCCOEEC18418,GATE : ELECTRONICS AND COMMUNICATION ENGINEERING.,"HANDA, M.",,SATYA PRAKASHAN,NEW DELHI,,GENERAL,625,25,469,HSB
919,10-02-2025,PCCOEEC40992,ISRO : THE PRIDE OF INDIA.,"HANDE, NITIN",204,NEW ERA PUBLISHING HOUSE,PUNE,2024,GENERAL,300,28,216,GBK
920,10-02-2025,PCCOEEC40995,SCIENTIST KHOPADI : BELPASUN TE NOBELPARYANT.,"HANDE, NITIN",222,NEW ERA PUBLISHING HOUSE,PUNE,2024,GENERAL,300,28,216,GBK
921,14-01-2010,PCCOEEC15051,GRAPH THEORY.,"HARARY, FRANK",286,,NEW DELHI,,GENERAL,165,21,130,GBK
922,14-01-2010,PCCOEEC15052,GRAPH THEORY.,"HARARY, FRANK",286,,NEW DELHI,,GENERAL,165,21,130,GBK
923,14-01-2010,PCCOEEC15053,GRAPH THEORY.,"HARARY, FRANK",286,,NEW DELHI,,GENERAL,165,21,130,GBK
924,14-01-2010,PCCOEEC15050,GRAPH THEORY.,"HARARY, FRANK",286,,NEW DELHI,,GENERAL,165,21,130,GBK
925,15-01-2013,PCCOEEC24019,KAYADE AAZAM.,"HARDUKAR, ANAND",431,RAJHANS PRAKASHAN,PUNE,,GENERAL,350,64,126,GBK
926,11-01-2013,PCCOEEC23933,KARMVEER MAHARANA PRATAP.,"HARKARE, ARUN.",212,NADADEEP BOOK SERVICES.,SOLAPUR,,GENERAL,210,30,147,GBK
927,12-10-2009,PCCOEEC13763,ADHATMACHA SHREE GANESHA.,"HARNE, BHUSHAN RADHA",228,SHREE MANGESH PRAKASHAN,NAGPUR,,GENERAL,,,,DBK
928,13-11-2002,PCCOEEC05288,STAYING OK,"HARRIS, A MY BJORK",254,THE RAMKRISHANA MISSION INST OF CULTURE CALCUTTA,,,GENERAL,,,,DBK
929,16-10-2007,PCCOEEC10743,SUCCESSFUL EMPLOYEE RELATIONS.,"HARTLEY, J. F.",346,INFINITY BOOKS,NEW DELHI,,GENERAL,250,23,193,GBK
930,01-12-2008,PCCOEEC11818,GIVING PRESENTATION : EXPERT SOLUTIONS TO EVERYDAY CHALLENGES.,HARVARD BUSINESS SCH,83,HARVARD BUSINESS SCHOOL,BOSTEN,,GENERAL,195,22,152,GBK
931,13-01-2006,PCCOEEC09029,"INDIAS LIVING CONSTITUTION : IDEAS, PRACTICE CONTROVERIES","HASAN, ZOYA",446,PERMANENT BLACK,DELHI,,GENERAL,395,20,316,GBK
932,08-03-2006,PCCOEEC09403,IMPROVE YOUR PERSONALITY,"HAUCK, PAUL",85,COMPETITON REVIEW PVT LTD,NEW DELHI,,GENERAL,90,20,72,GBK
933,03-03-2025,PCCOEEC41284,A BRIEF HISTORY OF TIME : FROM THE BIG BANG TO BLACK HOLES.,"HAWKING, STEPHEN",219,BANTAM PRESS,LONDON,1995,GENERAL,499,28,359.28,GBK
934,16-10-2007,PCCOEEC10773,HARVARD BUSINESS REVIEW ON LEADERSHIP.,HBR,238,HARVARD BUSINESS REVIEW PRESS,,,GENERAL,861,23,663,GBK
935,24-11-2008,PCCOEEC11525,CVS FOR GRADUATES.,"HIGGINBOTTOM, GERAID",95,UBS PUB. DISTRIBUTORS PVT. LTD.,NEW DELHI,,GENERAL,95,22,74,GBK
936,17-03-2003,PCCOEEC07178,Think AND grow rich,"HIL, NEPOLIYAN",233,FAWCETTCREST,,1983,GENERAL,254,20,203,GBK
937,12-10-2009,PCCOEEC13759,VICHAR KARA AANI SHRIMANT VHA.,"HIL, NEPOLIYAN",238,MANJU PUB HOUSE.,BHOPAL,,GENERAL,,,,DBK
938,10-01-2013,PCCOEEC23899,SHIKHARAVAROON.,"HILARI, ADMAN",296,ROHAN PRAKASHAN.,PUNE,,GENERAL,250,30,175,GBK
939,10-01-2006,PCCOEEC09024,RICHARD HITTLEMANS YOGA 28 DAY EXERCISE PLAN,"HITTLEMAN, DAYAL.",223,WORKMAN PUBLISHING CO,NEWYORK,,GENERAL,528,20,422,GBK
940,23-11-2010,PCCOEEC18424,BRILLIANT ANSWERS TO TOUGH INTERVIEW QUESTIONS.,"HODGSON, SUSAN",273,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,299,25,224,GBK
941,03-11-2011,PCCOEEC19491,BRILLIANT ANSWERS TO TOUGH INTERVIEW QUESTIONS.,"HODGSON, SUSAN",273,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,299,25,224,GBK
942,03-11-2011,PCCOEEC19492,BRILLIANT ANSWERS TO TOUGH INTERVIEW QUESTIONS.,"HODGSON, SUSAN",273,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,299,25,224,GBK
943,03-11-2011,PCCOEEC19493,BRILLIANT ANSWERS TO TOUGH INTERVIEW QUESTIONS.,"HODGSON, SUSAN",273,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,299,25,224,GBK
944,09-01-2006,PCCOEEC09004,SUCCESS INTELLIGENCE : TIMELESS WISDOM FOR A MANIC SOCIETY.,"HOLDEN, ROBERT",365,HODDER MOBIUS,LONDON,,GENERAL,475,20,380,GBK
945,17-03-2003,PCCOEEC07194,The improving efficiency pocketbook,"HOLMAN,PHILIP",108,RESEARCH PRESS,,2001,GENERAL,45,20,36,GBK
946,28-09-2012,PCCOEEC22445,OXFORD ADVANCED LEARNERS DICTIONARY OF CURRENT ENGLISH.,"HORNBY, A. S.",846,OXFORD UNIVERSITY PRESS.,NEW YORK,,GENERAL,625,21,494,GBK
947,18-05-2023,PCCOEEC38483,DIANETICS THE EVOLUATION OF A SCIENCE. WITH 2 COMPACT DISCS SUPPLEMENT.,"HUBBARD, L. RON",211,BRIDGE PUBLICATIONS,CALIFORNIA,2007,GENERAL,,,,DBK
948,18-05-2023,PCCOEEC38484,THE PROBLEMS OF WORK WITH 3 COMPACT DISCS SUPPLEMENT.,"HUBBARD, L. RON",195,BRIDGE PUBLICATIONS,CALIFORNIA,2007,GENERAL,,,,DBK
949,18-05-2023,PCCOEEC38485,SCIENTOLOGY THE FUNDAMENTALS OF THOUGHT.,"HUBBARD, L. RON",241,BRIDGE PUBLICATIONS,CALIFORNIA,2007,GENERAL,,,,DBK
950,24-07-2010,PCCOEEC15269,DAYNETICS : MOULIK SHODH - PRABNDH.,"HUBBARD, RON L",275,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
951,24-07-2010,PCCOEEC15271,DAYNETICS : EK VIGYAN KA VIKAS.,"HUBBARD, RON L",195,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
952,24-07-2010,PCCOEEC15273,DAYNETICS : MANSIK SWASTHA KA ADUNIK VIGYAN.,"HUBBARD, RON L",671,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
953,24-07-2010,PCCOEEC15275,ATMA VISHLESHAN.,"HUBBARD, RON L",373,HUBBARD PUB.,DENMARK,,GENERAL,,,,DBK
954,24-07-2010,PCCOEEC15277,SAINTOLOGY : VICHARO KE MULBHUT SIDDHANT.,"HUBBARD, RON L",213,HUBBARD PUB.,DENMARK,,GENERAL,,,,DBK
955,24-07-2010,PCCOEEC15279,KARYA KI SAMSYAE : SAINTOLOGY KA VYVAHARIK UPYOG.,"HUBBARD, RON L",183,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
956,24-07-2010,PCCOEEC15281,SAINTOLOGY : NAYA NAJRIYA JINE KA.,"HUBBARD, RON L",355,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
957,24-07-2010,PCCOEEC15283,SUKH KA MARG : BEHATR JIVAN KI VYVHARIK MARGDASHIKA.,"HUBBARD, RON L",242,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
958,24-07-2010,PCCOEEC15270,DAYNETICS : MOULIK SHODH - PRABNDH.,"HUBBARD, RON L",275,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
959,24-07-2010,PCCOEEC15272,DAYNETICS : EK VIGYAN KA VIKAS.,"HUBBARD, RON L",195,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
960,24-07-2010,PCCOEEC15274,DAYNETICS : MANSIK SWASTHA KA ADUNIK VIGYAN.,"HUBBARD, RON L",671,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
961,24-07-2010,PCCOEEC15276,ATMA VISHLESHAN.,"HUBBARD, RON L",373,HUBBARD PUB.,DENMARK,,GENERAL,,,,DBK
962,24-07-2010,PCCOEEC15278,SAINTOLOGY : VICHARO KE MULBHUT SIDDHANT.,"HUBBARD, RON L",213,HUBBARD PUB.,DENMARK,,GENERAL,,,,DBK
963,24-07-2010,PCCOEEC15280,KARYA KI SAMSYAE : SAINTOLOGY KA VYVAHARIK UPYOG.,"HUBBARD, RON L",183,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
964,24-07-2010,PCCOEEC15282,SAINTOLOGY : NAYA NAJRIYA JINE KA.,"HUBBARD, RON L",355,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
965,24-07-2010,PCCOEEC15284,SUKH KA MARG : BEHATR JIVAN KI VYVHARIK MARGDASHIKA.,"HUBBARD, RON L",242,HUBBARD PUB.,DENMARK,2009,GENERAL,,,,DBK
966,18-05-2023,PCCOEEC38482,"DIANETICS THE ORIGINAL THESIS WITH 3 COMPACT DISC, SUPPLEMENT.","HUBBARED, L. RON",291,BRIDGE PUBLICATIONS,CALIFORNIA,2007,GENERAL,,,,DBK
967,22-10-2024,PCCOEEC40621,DIANETICS THE MODERN SCIENCE OF MENTAL HEALTH.,"HUBBARED, L. RON",677,BRIDGE PUBLICATIONS,CALIFORNIA,2007,GENERAL,0,,0,DBK
968,22-10-2024,PCCOEEC40622,DIANETICS THE MODERN SCIENCE OF MENTAL HEALTH.,"HUBBARED, L. RON",167,BRIDGE PUBLICATIONS,CALIFORNIA,2007,GENERAL,0,,0,DBK
969,06-02-2003,PCCOEEC06208,Non-destructive testing,"HULL,BARRY",144,MCMILLAN EDUCATION LTD,,1989,GENERAL,225,16,189,GBK
970,13-11-2002,PCCOEEC05294,ENGLISH FOR ENGINEERS AND TECHNOLOGISTS : A SKILLS APPROACH,Human sc AND social sc division,216,ORIENT LANGMAN,,1990,GENERAL,,,,DBK
971,26-10-2013,PCCOEEC26625,BHART KA BHUGOL.,HUSAIN MAJID,,MCGRAW HILL BOOK COMPANY,NEW YORK,,GENERAL,440,20,352,HSB
972,07-01-2023,PCCOEEC37303,GEOGRAPHY OF INDIA.,"HUSAIN, MAJID",17.6,McGGRW HILL EDUCATION (INDIA) PRIVATE LIMITED ,CHENNAI ,2022,GENERAL,785,25,588.75,HSB
973,07-01-2023,PCCOEEC37304,GEOGRAPHY OF INDIA.,"HUSAIN, MAJID",17.6,McGGRW HILL EDUCATION (INDIA) PRIVATE LIMITED ,CHENNAI ,2022,GENERAL,785,25,588.75,HSB
974,15-03-2024,PCCOEEC40402,THE NATIONAL CULTURE OF INDIA.,"HUSAIN, S. ABID",218,NATIONAL BOOK TRUST INDIA,NEW DELHI,2018,GENERAL,140,10,126,GBK
975,22-11-2002,PCCOEEC05510,Just in time,"HUTCHINS, DAVID",215,PRODUCTIVITY PRESS MADRAS,,1993,GENERAL,,,,DBK
976,01-01-2013,PCCOEEC23734,IACOCCA : AN AUTOBIOGRAPHY.,"IACOCCA, LEE",365,BANTAM BOOKS,NEW YORK,,GENERAL,,,,DBK
977,01-12-2008,PCCOEEC11816,"GEMBA KAIZEN : A COMMONSENSE, LOW - COST APPROACH TO MANAGEMENT.","IMAI, MASAAKI",354,MCGRAW HILL BOOK COMPANY,NEW YORK,,GENERAL,648,22,505,GBK
978,15-01-2013,PCCOEEC23998,SHAHENSHAHA.,"INAMDAR, N.S.",715,KAKNTINETAL PRAKASHAN,PUNE,,GENERAL,400,25,300,GBK
979,04-02-2006,PCCOEEC09095,ZUNJ,"INAMDAR, N.S.",620,CONTINENTAL PRAKASHAN.,PUNE,,GENERAL,200,20,160,GBK
980,07-02-2006,PCCOEEC09136,RAU,"INAMDAR, N.S.",418,CONTINENTAL PRAKASHAN.,PUNE,,GENERAL,200,20,160,GBK
981,15-01-2013,PCCOEEC24016,ZUNJ,"INAMDAR, N.S.",620,KAKNTINETAL PRAKASHAN,PUNE,,GENERAL,300,25,225,GBK
982,12-10-2009,PCCOEEC13771,YASHSWI UDYOJAK HONYASATH.,"INAMDAR, VASANT",99,DEEP PRAKASHAN,MUMBAI,,GENERAL,,,,DBK
983,15-01-2024,PCCOEEC40023,"TOWARDS NAYA BHARAT : A STUDAY OF INFRASTRUCTURE, COMMUNITY AND DEVELOPMENT.",INDIAN INSTITUTE OF MANAGEMENT,343,NATIONAL BOOK TRUST INDIA,NEW DELHI,2023,GENERAL,475,10,427.5,TB
984,15-01-2024,PCCOEEC40024,"TOWARDS NAYA BHARAT : A STUDAY OF INFRASTRUCTURE, COMMUNITY AND DEVELOPMENT.",INDIAN INSTITUTE OF MANAGEMENT,343,NATIONAL BOOK TRUST INDIA,NEW DELHI,2023,GENERAL,475,10,427.5,TB
985,15-01-2024,PCCOEEC40025,"TOWARDS NAYA BHARAT : A STUDAY OF INFRASTRUCTURE, COMMUNITY AND DEVELOPMENT.",INDIAN INSTITUTE OF MANAGEMENT,343,NATIONAL BOOK TRUST INDIA,NEW DELHI,2023,GENERAL,475,10,427.5,TB
986,15-01-2024,PCCOEEC40026,"TOWARDS NAYA BHARAT : A STUDAY OF INFRASTRUCTURE, COMMUNITY AND DEVELOPMENT.",INDIAN INSTITUTE OF MANAGEMENT,343,NATIONAL BOOK TRUST INDIA,NEW DELHI,2023,GENERAL,475,10,427.5,TB
